starttime,endtime,logreturn,score
"2016-12-28 09:40:00","2016-12-28 10:55:00",0.1687,0.8348
"2016-12-28 10:55:00","2016-12-28 13:55:00",0.0936,0.8327
"2016-12-28 13:55:00","2016-12-28 14:55:00",0.0374,0.4909
"2016-12-28 14:55:00","2016-12-28 21:50:00",-0.2247,0.6893
"2016-12-28 21:50:00","2016-12-28 22:50:00",-0.1126,0.6204
"2016-12-28 22:50:00","2016-12-28 23:50:00",0,0.5584
"2016-12-28 23:50:00","2016-12-29 00:50:00",0.0563,0.5026
"2016-12-29 00:50:00","2016-12-29 01:50:00",0.0375,0.4523
"2016-12-29 01:50:00","2016-12-29 09:20:00",0.7659,0.6835
"2016-12-29 09:20:00","2016-12-29 10:35:00",-0.149,0.658
"2016-12-29 10:35:00","2016-12-29 13:35:00",0.0186,0.6957
"2016-12-29 13:35:00","2016-12-29 14:35:00",0,0.7302
"2016-12-29 14:35:00","2016-12-29 21:30:00",-0.0186,0.7224
"2016-12-29 21:30:00","2016-12-29 22:30:00",-0.0373,0.8709
"2016-12-29 22:30:00","2016-12-29 23:30:00",0.0186,0.7838
"2016-12-29 23:30:00","2016-12-30 00:30:00",1.0015,0.7054
"2016-12-30 00:30:00","2016-12-30 01:30:00",-0.0369,0.8938
"2016-12-30 01:30:00","2016-12-30 09:00:00",0.2765,0.5813
"2016-12-30 09:00:00","2016-12-30 10:00:00",-0.3874,0.7567
"2016-12-30 10:00:00","2016-12-30 11:15:00",0.0924,0.7988
"2016-12-30 11:15:00","2016-12-30 14:15:00",0.0554,0.6961
"2016-12-30 14:15:00","2017-01-03 09:00:00",-0.0923,0.6909
"2017-01-03 09:00:00","2017-01-03 10:00:00",-0.0924,0.7088
"2017-01-03 10:00:00","2017-01-03 11:15:00",-0.1665,0.6957
"2017-01-03 11:15:00","2017-01-03 14:15:00",0.0185,0.6728
"2017-01-03 14:15:00","2017-01-03 21:10:00",-0.3896,0.6932
"2017-01-03 21:10:00","2017-01-03 22:10:00",-0.0372,0.6239
"2017-01-03 22:10:00","2017-01-03 23:10:00",0.2414,0.4924
"2017-01-03 23:10:00","2017-01-04 00:10:00",0.4627,0.4432
"2017-01-04 00:10:00","2017-01-04 01:10:00",-0.0185,0.3989
"2017-01-04 01:10:00","2017-01-04 02:10:00",0.1292,0.359
"2017-01-04 02:10:00","2017-01-04 09:40:00",-0.4436,0.6572
"2017-01-04 09:40:00","2017-01-04 10:55:00",0.1296,0.52
"2017-01-04 10:55:00","2017-01-04 13:55:00",0.0185,0.6928
"2017-01-04 13:55:00","2017-01-04 14:55:00",0.037,0.3495
"2017-01-04 14:55:00","2017-01-04 21:50:00",-0.4633,0.6664
"2017-01-04 21:50:00","2017-01-04 22:50:00",-0.0743,0.5998
"2017-01-04 22:50:00","2017-01-04 23:50:00",-0.0558,0.9932
"2017-01-04 23:50:00","2017-01-05 00:50:00",0,0.8939
"2017-01-05 00:50:00","2017-01-05 01:50:00",-0.0372,0.8045
"2017-01-05 01:50:00","2017-01-05 09:20:00",0.2416,0.689
"2017-01-05 09:20:00","2017-01-05 10:35:00",0.0371,0.7805
"2017-01-05 10:35:00","2017-01-05 13:35:00",-0.13,0.7286
"2017-01-05 13:35:00","2017-01-05 14:35:00",0.0372,0.5829
"2017-01-05 14:35:00","2017-01-05 21:30:00",0.1485,0.7065
"2017-01-05 21:30:00","2017-01-05 22:30:00",-0.1113,0.6359
"2017-01-05 22:30:00","2017-01-05 23:30:00",-0.0557,0.8991
"2017-01-05 23:30:00","2017-01-06 00:30:00",0.0928,0.074
"2017-01-06 00:30:00","2017-01-06 01:30:00",-0.0371,0.0999
"2017-01-06 01:30:00","2017-01-06 09:00:00",-0.1115,0.6788
"2017-01-06 09:00:00","2017-01-06 10:00:00",0.2042,0.6694
"2017-01-06 10:00:00","2017-01-06 11:15:00",0.0371,0.6489
"2017-01-06 11:15:00","2017-01-06 14:15:00",-0.1856,0.6707
"2017-01-06 14:15:00","2017-01-06 21:10:00",0.0371,0.6339
"2017-01-06 21:10:00","2017-01-06 22:10:00",0.0743,0.789
"2017-01-06 22:10:00","2017-01-06 23:10:00",0,0.7101
"2017-01-06 23:10:00","2017-01-07 00:10:00",-0.0928,0.6391
"2017-01-07 00:10:00","2017-01-07 01:10:00",-0.0372,0.4583
"2017-01-07 01:10:00","2017-01-07 02:10:00",0.0557,0.4125
"2017-01-07 02:10:00","2017-01-09 09:40:00",0.2041,0.6929
"2017-01-09 09:40:00","2017-01-09 10:55:00",-0.0371,0.8425
"2017-01-09 10:55:00","2017-01-09 13:55:00",-0.0371,0.8192
"2017-01-09 13:55:00","2017-01-09 14:55:00",0.0556,0.777
"2017-01-09 14:55:00","2017-01-09 21:50:00",0.4254,0.7561
"2017-01-09 21:50:00","2017-01-09 22:50:00",-0.1293,0.6805
"2017-01-09 22:50:00","2017-01-09 23:50:00",0.0185,0.6941
"2017-01-09 23:50:00","2017-01-10 00:50:00",0.2583,0.9812
"2017-01-10 00:50:00","2017-01-10 01:50:00",-0.0369,0.8788
"2017-01-10 01:50:00","2017-01-10 09:20:00",-0.0369,0.6935
"2017-01-10 09:20:00","2017-01-10 10:35:00",0.0369,0.766
"2017-01-10 10:35:00","2017-01-10 13:35:00",0.1658,0.7778
"2017-01-10 13:35:00","2017-01-10 14:35:00",0.0736,0.7556
"2017-01-10 14:35:00","2017-01-10 21:30:00",-0.2947,0.7756
"2017-01-10 21:30:00","2017-01-10 22:30:00",0.3131,0.698
"2017-01-10 22:30:00","2017-01-10 23:30:00",0.0184,0.6282
"2017-01-10 23:30:00","2017-01-11 00:30:00",0,0.9994
"2017-01-11 00:30:00","2017-01-11 01:30:00",-0.184,0.1239
"2017-01-11 01:30:00","2017-01-11 09:00:00",0.0736,0.6873
"2017-01-11 09:00:00","2017-01-11 10:00:00",0.0552,0.8262
"2017-01-11 10:00:00","2017-01-11 11:15:00",-0.0552,0.7256
"2017-01-11 11:15:00","2017-01-11 14:15:00",0.0184,0.8423
"2017-01-11 14:15:00","2017-01-11 21:10:00",-0.0552,0.6595
"2017-01-11 21:10:00","2017-01-11 22:10:00",-0.4059,0.501
"2017-01-11 22:10:00","2017-01-11 23:10:00",-0.5376,0.9252
"2017-01-11 23:10:00","2017-01-12 00:10:00",0.0929,0.8633
"2017-01-12 00:10:00","2017-01-12 01:10:00",0.2967,0.0258
"2017-01-12 01:10:00","2017-01-12 02:10:00",0.6275,0.8752
"2017-01-12 02:10:00","2017-01-12 09:40:00",0.0552,0.7474
"2017-01-12 09:40:00","2017-01-12 10:55:00",0.0184,0.6998
"2017-01-12 10:55:00","2017-01-12 13:55:00",0,0.662
"2017-01-12 13:55:00","2017-01-12 14:55:00",0.1102,0.7872
"2017-01-12 14:55:00","2017-01-12 21:50:00",-0.2943,0.7783
"2017-01-12 21:50:00","2017-01-12 22:50:00",0.2392,0.7005
"2017-01-12 22:50:00","2017-01-12 23:50:00",-0.1103,0.6305
"2017-01-12 23:50:00","2017-01-13 00:50:00",0.0736,0.5675
"2017-01-13 00:50:00","2017-01-13 01:50:00",-0.1288,0.5108
"2017-01-13 01:50:00","2017-01-13 09:20:00",-0.3873,0.4597
"2017-01-13 09:20:00","2017-01-13 10:35:00",0.0739,0.4137
"2017-01-13 10:35:00","2017-01-13 13:35:00",-0.0369,0.3723
"2017-01-13 13:35:00","2017-01-13 14:35:00",0.2398,0.3351
"2017-01-13 14:35:00","2017-01-13 21:30:00",-0.0369,0.3016
"2017-01-13 21:30:00","2017-01-13 22:30:00",-0.1845,0.2714
"2017-01-13 22:30:00","2017-01-13 23:30:00",0.1476,0.2443
"2017-01-13 23:30:00","2017-01-14 00:30:00",-0.1107,0.2199
"2017-01-14 00:30:00","2017-01-14 01:30:00",0.0738,0.1979
"2017-01-14 01:30:00","2017-01-16 09:00:00",0.2027,0.7062
"2017-01-16 09:00:00","2017-01-16 10:00:00",0.0552,0.6356
"2017-01-16 10:00:00","2017-01-16 11:15:00",0.1655,0.6189
"2017-01-16 11:15:00","2017-01-16 14:15:00",0.1652,0.9817
"2017-01-16 14:15:00","2017-01-16 21:10:00",-0.0734,0.8835
"2017-01-16 21:10:00","2017-01-16 22:10:00",-0.0367,0.7952
"2017-01-16 22:10:00","2017-01-16 23:10:00",0.1651,0.7157
"2017-01-16 23:10:00","2017-01-17 00:10:00",-0.055,0.6441
"2017-01-17 00:10:00","2017-01-17 01:10:00",0,0.5797
"2017-01-17 01:10:00","2017-01-17 02:10:00",0,0.5217
"2017-01-17 02:10:00","2017-01-17 09:40:00",0.1466,0.8391
"2017-01-17 09:40:00","2017-01-17 10:55:00",0.1829,0.8276
"2017-01-17 10:55:00","2017-01-17 13:55:00",0.4741,0.7906
"2017-01-17 13:55:00","2017-01-17 14:55:00",-0.091,0.6754
"2017-01-17 14:55:00","2017-01-17 21:50:00",0.0728,0.7283
"2017-01-17 21:50:00","2017-01-17 22:50:00",-0.091,0.6555
"2017-01-17 22:50:00","2017-01-17 23:50:00",-0.1093,0.9877
"2017-01-17 23:50:00","2017-01-18 00:50:00",-0.0365,0.8393
"2017-01-18 00:50:00","2017-01-18 01:50:00",-0.0365,0.8387
"2017-01-18 01:50:00","2017-01-18 09:20:00",0.0547,0.7185
"2017-01-18 09:20:00","2017-01-18 10:35:00",-0.0182,0.7961
"2017-01-18 10:35:00","2017-01-18 13:35:00",-0.2557,0.7484
"2017-01-18 13:35:00","2017-01-18 14:35:00",0.0548,0.594
"2017-01-18 14:35:00","2017-01-18 21:30:00",-0.1829,0.8167
"2017-01-18 21:30:00","2017-01-18 22:30:00",0.1464,0.9458
"2017-01-18 22:30:00","2017-01-18 23:30:00",-0.0183,0.8512
"2017-01-18 23:30:00","2017-01-19 00:30:00",-0.1647,0.6987
"2017-01-19 00:30:00","2017-01-19 01:30:00",0,0.9871
"2017-01-19 01:30:00","2017-01-19 09:00:00",-0.551,0.471
"2017-01-19 09:00:00","2017-01-19 10:00:00",-0.2951,0.7109
"2017-01-19 10:00:00","2017-01-19 11:15:00",0.0554,0.5001
"2017-01-19 11:15:00","2017-01-19 14:15:00",-0.0923,0.6198
"2017-01-19 14:15:00","2017-01-19 21:10:00",0.1846,0.6911
"2017-01-19 21:10:00","2017-01-19 22:10:00",-0.2031,0.7404
"2017-01-19 22:10:00","2017-01-19 23:10:00",-0.037,0.6664
"2017-01-19 23:10:00","2017-01-20 00:10:00",0.1478,0.1458
"2017-01-20 00:10:00","2017-01-20 01:10:00",-0.1108,0.1312
"2017-01-20 01:10:00","2017-01-20 02:10:00",0.1108,0.1181
"2017-01-20 02:10:00","2017-01-20 09:40:00",0.2397,0.6753
"2017-01-20 09:40:00","2017-01-20 10:55:00",0.0368,0.8096
"2017-01-20 10:55:00","2017-01-20 13:55:00",0,0.7425
"2017-01-20 13:55:00","2017-01-20 14:55:00",-0.0737,0.6635
"2017-01-20 14:55:00","2017-01-20 21:50:00",-0.0369,0.6566
"2017-01-20 21:50:00","2017-01-20 22:50:00",-0.2029,0.5909
"2017-01-20 22:50:00","2017-01-20 23:50:00",0.2029,0.5318
"2017-01-20 23:50:00","2017-01-21 00:50:00",0.0184,0.4786
"2017-01-21 00:50:00","2017-01-21 01:50:00",0.0553,0.3792
"2017-01-21 01:50:00","2017-01-23 09:20:00",0.6974,0.7067
"2017-01-23 09:20:00","2017-01-23 10:35:00",-0.0183,0.6451
"2017-01-23 10:35:00","2017-01-23 13:35:00",-0.0732,0.6409
"2017-01-23 13:35:00","2017-01-23 14:35:00",0.0183,0.717
"2017-01-23 14:35:00","2017-01-23 21:30:00",-0.1465,0.7574
"2017-01-23 21:30:00","2017-01-23 22:30:00",-0.1835,0.6817
"2017-01-23 22:30:00","2017-01-23 23:30:00",0.2201,0.6135
"2017-01-23 23:30:00","2017-01-24 00:30:00",0.0183,0.5522
"2017-01-24 00:30:00","2017-01-24 01:30:00",-0.055,0.497
"2017-01-24 01:30:00","2017-01-24 09:00:00",0,0.6423
"2017-01-24 09:00:00","2017-01-24 10:00:00",0.0183,0.6803
"2017-01-24 10:00:00","2017-01-24 11:15:00",0.0183,0.8494
"2017-01-24 11:15:00","2017-01-24 14:15:00",-0.165,0.7756
"2017-01-24 14:15:00","2017-01-24 21:10:00",-0.2389,0.705
"2017-01-24 21:10:00","2017-01-24 22:10:00",0.0919,0.2725
"2017-01-24 22:10:00","2017-01-24 23:10:00",0.1102,0.5773
"2017-01-24 23:10:00","2017-01-25 00:10:00",-0.1102,0.5196
"2017-01-25 00:10:00","2017-01-25 01:10:00",-0.1103,0.9976
"2017-01-25 01:10:00","2017-01-25 02:10:00",-0.0736,0.8978
"2017-01-25 02:10:00","2017-01-25 09:40:00",-0.1474,0.6205
"2017-01-25 09:40:00","2017-01-25 10:55:00",-0.1476,0.7098
"2017-01-25 10:55:00","2017-01-25 13:55:00",-0.4813,0.818
"2017-01-25 13:55:00","2017-01-25 14:55:00",0.0557,0.869
"2017-01-25 14:55:00","2017-01-25 21:50:00",-0.0371,0.7542
"2017-01-25 21:50:00","2017-01-25 22:50:00",-0.8197,0.6788
"2017-01-25 22:50:00","2017-01-25 23:50:00",0.0748,0.6109
"2017-01-25 23:50:00","2017-01-26 00:50:00",0.1867,0.4165
"2017-01-26 00:50:00","2017-01-26 01:50:00",-0.2241,0.3749
"2017-01-26 01:50:00","2017-01-26 09:20:00",0.2614,0.7252
"2017-01-26 09:20:00","2017-01-26 10:35:00",0.0186,0.8496
"2017-01-26 10:35:00","2017-01-26 13:35:00",0.0932,0.7947
"2017-01-26 13:35:00","2017-01-26 14:35:00",-0.2611,0.8777
"2017-01-26 14:35:00","2017-02-03 09:30:00",1.4279,0.6848
"2017-02-03 09:30:00","2017-02-03 10:45:00",-0.0553,0.7486
"2017-02-03 10:45:00","2017-02-03 13:45:00",0,0.7831
"2017-02-03 13:45:00","2017-02-03 14:45:00",0,0.752
"2017-02-03 14:45:00","2017-02-03 21:40:00",0.1289,0.7253
"2017-02-03 21:40:00","2017-02-03 22:40:00",0.0736,0.9993
"2017-02-03 22:40:00","2017-02-03 23:40:00",0.147,0.6096
"2017-02-03 23:40:00","2017-02-04 00:40:00",-0.0184,0.9522
"2017-02-04 00:40:00","2017-02-04 01:40:00",-0.0367,0.857
"2017-02-04 01:40:00","2017-02-06 09:10:00",0.5861,0.7303
"2017-02-06 09:10:00","2017-02-06 10:10:00",0.146,0.7226
"2017-02-06 10:10:00","2017-02-06 11:25:00",0.0182,0.6631
"2017-02-06 11:25:00","2017-02-06 14:25:00",0.0182,0.9161
"2017-02-06 14:25:00","2017-02-06 21:20:00",0.3457,0.6494
"2017-02-06 21:20:00","2017-02-06 22:20:00",-0.0363,0.9476
"2017-02-06 22:20:00","2017-02-06 23:20:00",-0.0727,0.1276
"2017-02-06 23:20:00","2017-02-07 00:20:00",0.0909,0.1148
"2017-02-07 00:20:00","2017-02-07 01:20:00",0.0363,0.2374
"2017-02-07 01:20:00","2017-02-07 02:20:00",0.0363,0.2137
"2017-02-07 02:20:00","2017-02-07 09:50:00",0,0.6318
"2017-02-07 09:50:00","2017-02-07 11:05:00",0.0726,0.8612
"2017-02-07 11:05:00","2017-02-07 14:05:00",0.2718,0.7462
"2017-02-07 14:05:00","2017-02-07 21:00:00",-0.0362,0.6411
"2017-02-07 21:00:00","2017-02-07 22:00:00",-0.0543,0.577
"2017-02-07 22:00:00","2017-02-07 23:00:00",0.1086,0.5193
"2017-02-07 23:00:00","2017-02-08 00:00:00",0.2168,0.6791
"2017-02-08 00:00:00","2017-02-08 01:00:00",-0.0542,0.2997
"2017-02-08 01:00:00","2017-02-08 02:00:00",0.1263,0.653
"2017-02-08 02:00:00","2017-02-08 09:30:00",-0.0722,0.6312
"2017-02-08 09:30:00","2017-02-08 10:45:00",0,0.5049
"2017-02-08 10:45:00","2017-02-08 13:45:00",-0.0361,0.8462
"2017-02-08 13:45:00","2017-02-08 14:45:00",-0.0722,0.8106
"2017-02-08 14:45:00","2017-02-08 21:40:00",0.5766,0.732
"2017-02-08 21:40:00","2017-02-08 22:40:00",0.1795,0.6588
"2017-02-08 22:40:00","2017-02-08 23:40:00",-0.0538,1
"2017-02-08 23:40:00","2017-02-09 00:40:00",0.0359,0.9
"2017-02-09 00:40:00","2017-02-09 01:40:00",0.0179,0.772
"2017-02-09 01:40:00","2017-02-09 09:10:00",-0.1975,0.7477
"2017-02-09 09:10:00","2017-02-09 10:10:00",0.018,0.6772
"2017-02-09 10:10:00","2017-02-09 11:25:00",0.0359,0.7636
"2017-02-09 11:25:00","2017-02-09 14:25:00",-0.018,0.756
"2017-02-09 14:25:00","2017-02-09 21:20:00",-0.1078,0.75
"2017-02-09 21:20:00","2017-02-09 22:20:00",0.1438,0.9371
"2017-02-09 22:20:00","2017-02-09 23:20:00",-0.5041,0.9719
"2017-02-09 23:20:00","2017-02-10 00:20:00",-0.0361,0.9906
"2017-02-10 00:20:00","2017-02-10 01:20:00",-0.0361,0.1972
"2017-02-10 01:20:00","2017-02-10 02:20:00",0.1804,0.9692
"2017-02-10 02:20:00","2017-02-10 09:50:00",-0.7964,0.7805
"2017-02-10 09:50:00","2017-02-10 11:05:00",0.0545,0.7909
"2017-02-10 11:05:00","2017-02-10 14:05:00",-0.0363,0.9528
"2017-02-10 14:05:00","2017-02-10 21:00:00",0.1997,0.7927
"2017-02-10 21:00:00","2017-02-10 22:00:00",-0.0363,0.9318
"2017-02-10 22:00:00","2017-02-10 23:00:00",0.2536,0.8386
"2017-02-10 23:00:00","2017-02-11 00:00:00",0.0723,0.7547
"2017-02-11 00:00:00","2017-02-11 01:00:00",0.1806,0.6792
"2017-02-11 01:00:00","2017-02-11 02:00:00",-0.1445,0.6113
"2017-02-11 02:00:00","2017-02-13 09:30:00",0,0.7526
"2017-02-13 09:30:00","2017-02-13 10:45:00",-0.0181,0.8801
"2017-02-13 10:45:00","2017-02-13 13:45:00",-0.2715,0.8853
"2017-02-13 13:45:00","2017-02-13 14:45:00",0.1811,0.7037
"2017-02-13 14:45:00","2017-02-13 21:40:00",-0.4352,0.681
"2017-02-13 21:40:00","2017-02-13 22:40:00",-0.1819,0.6129
"2017-02-13 22:40:00","2017-02-13 23:40:00",-0.0182,0.5516
"2017-02-13 23:40:00","2017-02-14 00:40:00",0.0364,0.4964
"2017-02-14 00:40:00","2017-02-14 01:40:00",0.1455,0.4468
"2017-02-14 01:40:00","2017-02-14 09:10:00",0.0545,0.634
"2017-02-14 09:10:00","2017-02-14 10:10:00",-0.0182,0.5752
"2017-02-14 10:10:00","2017-02-14 11:25:00",0.1634,0.3983
"2017-02-14 11:25:00","2017-02-14 14:25:00",0.0907,0.636
"2017-02-14 14:25:00","2017-02-14 21:20:00",0.1268,0.706
"2017-02-14 21:20:00","2017-02-14 22:20:00",0.0362,0.1728
"2017-02-14 22:20:00","2017-02-14 23:20:00",-0.4352,0.1555
"2017-02-14 23:20:00","2017-02-15 00:20:00",-0.0182,0.1399
"2017-02-15 00:20:00","2017-02-15 01:20:00",-0.0909,0.1259
"2017-02-15 01:20:00","2017-02-15 02:20:00",-0.0546,0.9187
"2017-02-15 02:20:00","2017-02-15 09:50:00",0.1819,0.6488
"2017-02-15 09:50:00","2017-02-15 11:05:00",-0.0545,0.7162
"2017-02-15 11:05:00","2017-02-15 14:05:00",-0.0364,0.7118
"2017-02-15 14:05:00","2017-02-15 21:00:00",-0.0364,0.6304
"2017-02-15 21:00:00","2017-02-15 22:00:00",-0.2185,0.9857
"2017-02-15 22:00:00","2017-02-15 23:00:00",0.364,0.8871
"2017-02-15 23:00:00","2017-02-16 00:00:00",-0.0909,0.7984
"2017-02-16 00:00:00","2017-02-16 01:00:00",0.2905,0.0771
"2017-02-16 01:00:00","2017-02-16 02:00:00",0.0181,0.4008
"2017-02-16 02:00:00","2017-02-16 09:30:00",0.3438,0.6322
"2017-02-16 09:30:00","2017-02-16 10:45:00",0.0722,0.6581
"2017-02-16 10:45:00","2017-02-16 13:45:00",-0.0903,0.5777
"2017-02-16 13:45:00","2017-02-16 14:45:00",-0.1446,0.6965
"2017-02-16 14:45:00","2017-02-16 21:40:00",0.3251,0.732
"2017-02-16 21:40:00","2017-02-16 22:40:00",0.0901,0.6588
"2017-02-16 22:40:00","2017-02-16 23:40:00",0,0.5837
"2017-02-16 23:40:00","2017-02-17 00:40:00",0.036,0.5253
"2017-02-17 00:40:00","2017-02-17 01:40:00",-0.0721,0.4728
"2017-02-17 01:40:00","2017-02-17 09:10:00",-0.1082,0.7089
"2017-02-17 09:10:00","2017-02-17 10:10:00",0.0361,0.6785
"2017-02-17 10:10:00","2017-02-17 11:25:00",0.1082,0.7645
"2017-02-17 11:25:00","2017-02-17 14:25:00",0.036,0.5474
"2017-02-17 14:25:00","2017-02-17 21:20:00",0.2339,0.8059
"2017-02-17 21:20:00","2017-02-17 22:20:00",-0.1079,0.7253
"2017-02-17 22:20:00","2017-02-17 23:20:00",-0.2161,0.9993
"2017-02-17 23:20:00","2017-02-18 00:20:00",-0.0541,0.8994
"2017-02-18 00:20:00","2017-02-18 01:20:00",0.0721,0.8095
"2017-02-18 01:20:00","2017-02-18 02:20:00",-0.0721,0.6518
"2017-02-18 02:20:00","2017-02-20 09:50:00",-0.1986,0.7842
"2017-02-20 09:50:00","2017-02-20 11:05:00",0.0181,0.8302
"2017-02-20 11:05:00","2017-02-20 14:05:00",-0.0361,0.6131
"2017-02-20 14:05:00","2017-02-20 21:00:00",0.2708,0.6958
"2017-02-20 21:00:00","2017-02-20 22:00:00",0.0361,0.602
"2017-02-20 22:00:00","2017-02-20 23:00:00",-0.0541,0.5418
"2017-02-20 23:00:00","2017-02-21 00:00:00",0.0361,0.4876
"2017-02-21 00:00:00","2017-02-21 01:00:00",0.018,0.8761
"2017-02-21 01:00:00","2017-02-21 02:00:00",-0.0361,0.7885
"2017-02-21 02:00:00","2017-02-21 09:30:00",-0.1804,0.6859
"2017-02-21 09:30:00","2017-02-21 10:45:00",0.0542,0.6754
"2017-02-21 10:45:00","2017-02-21 13:45:00",-0.0542,0.7519
"2017-02-21 13:45:00","2017-02-21 14:45:00",0.1804,0.7084
"2017-02-21 14:45:00","2017-02-21 21:40:00",-0.4155,0.6756
"2017-02-21 21:40:00","2017-02-21 22:40:00",0.1086,0.608
"2017-02-21 22:40:00","2017-02-21 23:40:00",0.2168,0.5472
"2017-02-21 23:40:00","2017-02-22 00:40:00",0.2163,0.8434
"2017-02-22 00:40:00","2017-02-22 01:40:00",0.09,0.7924
"2017-02-22 01:40:00","2017-02-22 09:10:00",-0.09,0.5836
"2017-02-22 09:10:00","2017-02-22 10:10:00",0.036,0.732
"2017-02-22 10:10:00","2017-02-22 11:25:00",-0.1982,0.7389
"2017-02-22 11:25:00","2017-02-22 14:25:00",0,0.7039
"2017-02-22 14:25:00","2017-02-22 21:20:00",0.2881,0.8138
"2017-02-22 21:20:00","2017-02-22 22:20:00",-0.234,0.6503
"2017-02-22 22:20:00","2017-02-22 23:20:00",0.036,0.5853
"2017-02-22 23:20:00","2017-02-23 00:20:00",-0.1984,0.5268
"2017-02-23 00:20:00","2017-02-23 01:20:00",-0.0361,0.9692
"2017-02-23 01:20:00","2017-02-23 02:20:00",0,0.8723
"2017-02-23 02:20:00","2017-02-23 09:50:00",0.3066,0.7635
"2017-02-23 09:50:00","2017-02-23 11:05:00",0,0.7389
"2017-02-23 11:05:00","2017-02-23 14:05:00",-0.054,0.8034
"2017-02-23 14:05:00","2017-02-23 21:00:00",0.3776,0.7666
"2017-02-23 21:00:00","2017-02-23 22:00:00",0.3583,0.9796
"2017-02-23 22:00:00","2017-02-23 23:00:00",0.1072,0.8816
"2017-02-23 23:00:00","2017-02-24 00:00:00",0.0714,0.9747
"2017-02-24 00:00:00","2017-02-24 01:00:00",-0.0357,0.9964
"2017-02-24 01:00:00","2017-02-24 02:00:00",0.0357,0.9952
"2017-02-24 02:00:00","2017-02-24 09:30:00",-0.0179,0.6944
"2017-02-24 09:30:00","2017-02-24 10:45:00",0.1606,0.7406
"2017-02-24 10:45:00","2017-02-24 13:45:00",0.0535,0.7864
"2017-02-24 13:45:00","2017-02-24 14:45:00",0.2491,0.6068
"2017-02-24 14:45:00","2017-02-24 21:40:00",0.2839,0.7662
"2017-02-24 21:40:00","2017-02-24 22:40:00",-0.4974,0.6896
"2017-02-24 22:40:00","2017-02-24 23:40:00",0.249,0.6206
